Nombre serie,Unidades,Tema dataset,Frecuencia,Cantidad,Detalles,IDs
EMAE. Índice Base 2004.Valores mensuales.,Índice 2004=100,Actividad,M,3,EMAE. Base 2004 | EMAE tendencia cliclo. Base 2004 | EMAE desestacionalizado. Base 2004,143.3_NO_PR_2004_A_21 | 143.3_NO_PR_2004_A_28 | 143.3_NO_PR_2004_A_31
EMAE. Índice Base 2004.Valores trimestrales.,Índice 2004=100,Actividad,T,3,EMAE. Base 2004 | EMAE tendencia cliclo. Base 2004 | EMAE desestacionalizado. Base 2004,143.2_NO_PR_2004_A_21 | 143.2_NO_PR_2004_A_28 | 143.2_NO_PR_2004_A_31
Estadisticas de Servicios Públicos. Base 1993. Valores mensuales.,Miles de llamadas,Actividad,M,3,Servicio telefónico básico de llamadas interurbanas desde 2002 en miles de llamadas | Servicio telefónico básico de llamadas interurbanas en miles de llamadas. Base 1995 | Servicio telefónico básico de llamadas urbanas en miles de llamadas. Según base 1995,35.3_STBLI2_1993_M_49 | 35.3_STBLI_1993_M_44 | 35.3_STBLU_1993_M_39
Estadisticas de Servicios Públicos. Base 1993. Valores mensuales.,Miles de minutos,Actividad,M,3,Servicio telefónico internacional desde 2002 en miles de minutos de salida | Servicio telefónico internacional en miles de minutos entrados | Servicio telefónico internacional en miles de minutos salidos,35.3_SIMS2_1993_M_38 | 35.3_STIME_1993_M_41 | 35.3_STIMS_1993_M_40
Estadisticas de Servicios Públicos. Base 1993. Valores trimestrales.,Miles de llamadas,Actividad,T,3,Servicio telefónico básico de llamadas interurbanas desde 2002 en miles de llamadas | Servicio telefónico básico de llamadas interurbanas en miles de llamadas. Bases de Desde 1995 | Servicio telefónico básico de llamadas urbanas en miles de llamadas. Bases de Desde 1995,35.2_STBLI2_1993_T_49 | 35.2_STBLI_1993_T_44 | 35.2_STBLU_1993_T_39
Estadisticas de Servicios Públicos. Base 1993. Valores trimestrales.,Miles de minutos,Actividad,T,3,Servicio telefónico internacional desde 2002 en miles de minutos de salida | Servicio telefónico internacional en miles de minutos entrados | Servicio telefónico internacional en miles de minutos salidos,35.2_SIMS2_1993_T_38 | 35.2_STIME_1993_T_41 | 35.2_STIMS_1993_T_40
Estadísticas de Servicios Públicos. Base 1993. Valores anuales.,Miles de llamadas,Actividad,A,3,Servicio telefónico básico de llamadas interurbanas desde 2002 en miles de llamadas | Servicio telefónico básico de llamadas interurbanas en miles de llamadas | Servicio telefónico básico de llamadas urbanas en miles de llamadas,35.1_STBLI2_1993_A_49 | 35.1_STBLI_1993_A_44 | 35.1_STBLU_1993_A_39
Estadísticas de Servicios Públicos. Base 1993. Valores anuales.,Miles de minutos,Actividad,A,3,Servicio telefónico internacional desde 2002 en miles de minutos de salida | Servicio telefónico internacional en miles de minutos entrados | Servicio telefónico internacional en miles de minutos salidos,35.1_SIMS2_1993_A_38 | 35.1_STIME_1993_A_41 | 35.1_STIMS_1993_A_39
"Estimación obreros ocupados, horas trabajadas y salarios en la industria. Valores Anuales.",Índice,Empleo e Ingresos,A,3,Índice de horas trabajadas en la industria | Índice de obreros ocupados en la industria | Índice de salario por obrero ocupado en la industria,54.1_IHT_A_0_0_23 | 54.1_IOO_A_0_0_23 | 54.1_ISO_A_0_0_21
"Estimación obreros ocupados, horas trabajadas y salarios en la industria. Valores trimestrales.",Índice,Empleo e Ingresos,T,3,Índice de horas trabajadas en la industria | Índice de obreros ocupados en la industria | Índice de salario por obrero ocupado en la industria,54.2_IHT_T_0_0_23 | 54.2_IOO_T_0_0_23 | 54.2_ISO_T_0_0_21
Faena pecuaria por especie. Valores anuales,Toneladas,Actividad,A,3,"Faena pecuaria, aves, Anual en toneladas | Faena pecuaria, porcinos, Anual en toneladas | Faena pecuaria, vacunos, Anual en toneladas",40.1_AT_0_A_14 | 40.1_PT_0_A_18 | 40.1_VT_0_A_17
Faena pecuaria por especie. Valores mensuales,Toneladas,Actividad,M,3,"Faena pecuaria, aves, Mensual en toneladas | Faena pecuaria, porcinos, Mensual en toneladas | Faena pecuaria, vacunos, Mensual en toneladas",40.3_AT_0_M_14 | 40.3_PT_0_M_18 | 40.3_VT_0_M_17
Faena pecuaria por especie. Valores trimestrales,Toneladas,Actividad,T,3,"Faena pecuaria, aves, Trimestral en toneladas | Faena pecuaria, porcinos, Trimestral en toneladas | Faena pecuaria, vacunos, Trimestral en toneladas",40.2_AT_0_T_14 | 40.2_PT_0_T_18 | 40.2_VT_0_T_17
IPC Categorías. Tasas de variación mensual. Distribución mensual. Base Dic-2016,Variación porcentual,Precios,M,3,IPC estacionales | IPC núcleo | IPC Regulados,173.1_ECIONALLES_DIC-_0_12 | 173.1_INUCLEOLEO_DIC-_0_10 | 173.1_RLADOSDOS_DIC-_0_9
Indicador sintético de la actividad de la construcción (ISAC),Índice 2004=100,Actividad,M,3,Indicador sintético de la actividad de la construcción. Tendencia Ciclo | Indicador sintético de la actividad de la construcción. Nivel General | Indicador sintético de la actividad de la construcción. Sin Estacionalidad,33.2_ISAC_CICLOCIA_0_M_20_62 | 33.2_ISAC_NIVELRAL_0_M_18_63 | 33.2_ISAC_SIN_EDAD_0_M_23_56
Poder de compra de las exportaciones de bienes y ganancia o pérdida del intercambio.  Base 1993,Millones de dólares de 1993,Sector Externo,A,3,Exportaciones de bienes en millones de dólares de 1993 | Ganancia o pérdida del intercambio en millones de dólares de 1993 | Poder de compra de las exportaciones de bienes en millones de dólares de 1993,120.1_ED1_1993_0_26 | 120.1_GPI_1993_0_28 | 120.1_PCE_1993_0_24
Precios de paquetes de cigarrillos vendidos equivalentes a veinte unidades. Datos mensuales,Pesos,Precios,M,3,Precio inferior | Precio superior | Promedio ponderado,399.1_PRECIO_INFIOR_M_PAQU_0_15_18 | 399.1_PRECIO_SUPIOR_M_PAQU_0_15_54 | 399.1_PROMEDIO_PADO_M_PAQU_0_18_89
Principales subgrupos de recaudación tributaria. Millones de pesos. Datos mensuales,Porcentaje,Finanzas Públicas,M,3,Recaudación DGA. Variación interanual | Recaudación DGI. Variación interanual | Recaudación Seguridad Social. Variación interanual,172.3_SOTAL_D_IAR_M_0_0_19 | 172.3_SOTAL_D_IA_M_0_0_19 | 172.3_SRIDAD_IA_M_0_0_23
Principales tasas de interés. Valores diarios,Porcentaje (0-100),Dinero y Bancos,D,3,Tasas de interés publicadas por el BCRA. Call. | Tasas de interés publicadas por el BCRA. Badlar. | Instrumentos del BCRA. Tasa de Política Monetaria.,89.2_TS_INTEALL_0_D_18 | 89.2_TS_INTELAR_0_D_20 | 89.2_TS_INTE_PM_0_D_16
Producción de la Industria manufacturera. Valores anuales,Miles de M2,Actividad,M,3,Cerámicos pisos y revestimientos en Miles M2 | Ladrillos cerámicos huecos en Miles de unidades | Placas de yeso en Miles de M2,41.3_CPR_0_A_30 | 41.3_LCH_0_A_26 | 41.3_PY_0_A_11
Producción de la Industria manufacturera. Valores anuales,Miles de cabezas,Actividad,M,3,Faena Carne Vacuna en Miles Cabezas | Faena Ovinos en Miles Cabezas | Faena Porcinos en Miles Cabezas,41.3_FCV_0_A_18 | 41.3_FO_0_A_12 | 41.3_FP_0_A_14
Producción de la Industria manufacturera. Valores mensuales,Miles de cabezas,Actividad,A,3,Faena Carne Vacuna en Miles Cabezas | Faena Ovinos en Miles Cabezas | Faena Porcinos en Miles Cabezas,41.1_FCV_0_M_18 | 41.1_FO_0_M_12 | 41.1_FP_0_M_14
Producción de la Industria manufacturera. Valores trimestrales,Miles de M2,Actividad,T,3,Cerámicos pisos y revestimientos en Miles M2 | Ladrillos cerámicos huecos en Miles de unidades | Placas de yeso en Miles de M2,41.2_CPR_0_T_30 | 41.2_LCH_0_T_26 | 41.2_PY_0_T_11
Producción de la Industria manufacturera. Valores trimestrales,Miles de cabezas,Actividad,T,3,Faena Carne Vacuna en Miles Cabezas | Faena Ovinos en Miles Cabezas | Faena Porcinos en Miles Cabezas,41.2_FCV_0_T_18 | 41.2_FO_0_T_12 | 41.2_FP_0_T_14
Sector Público Nacional. Valores mensuales 2007-2014,,Finanzas Públicas,M,3,Gastos primarios antes de figurativos . Metodología 2007 - 2014 | Ingresos primarios antes de figurativos . Metodología 2007 - 2014 | Resultados financieros sin renta 2007 2014,379.8_GTOS_PRIMA014__42_44 | 379.8_ING_PRIMAR014__41_23 | 379.8_RESULTADO_014__36_23
Stock de Inversión Extranjera Directa. Valores semestrales,Millones de dólares,Sector Externo,S,3,Instrumentos de deuda del stock de Inversión Extranjera Directa | De Participaciones de capital del stock de Inversión Extranjera Directa | Total de Stock de Inversión Extranjera Directa,312.1_INSTRUMENTUDA_0_S_18 | 312.1_PARTICIPACTAL_0_S_23 | 312.1_TOTALTAL_0_S_5
Stock deuda externa privada. Valores trimestrales,Porecentaje del PIB,Sector Externo,T,3,Stock deuda externa privada en porcentaje de las exportaciones | Stock deuda externa privada en porcentaje del PIB | Stock deuda externa privada en porcentaje de RRII,313.1_EN_PORCENTNES_0_T_31 | 313.1_EN_PORCENTPIB_0_T_21 | 313.1_EN_PORCENTRII_0_T_18
Turismo receptivo y emisivo. Aeropuerto Internacional de Ezeiza y Aeroparque Jorge Newbery en miles de personas. Valores mensuales,Miles de pasajeros,Sector Externo,M,3,Saldo en miles de pasajeros | Turismo emisivo de Aeropuerto Internacional de Ezeiza y Aeroparque Jorge Newbery | Turismo receptivo de Aeropuerto Internacional de Ezeiza y Aeroparque Jorge Newbery,322.3_SALDOLDO__5 | 322.3_TURISMO_EMIVO__15 | 322.3_TURISMO_REIVO__17
Ventas al Mercado Interno de Producción Nacional. Base 1994. Valores anuales,Miles de toneladas,Actividad,A,3,Ventas al mercado interno de Producción Nacional de Azucar en miles de toneladas | Ventas al mercado interno de Producción Nacional de Asfalto en miles de toneladas | Ventas al mercado interno de Producción Nacional de cemento en miles de toneladas,38.1_A_1994_A_6 | 38.1_A_1994_A_7 | 38.1_CEM_1994_A_7
Ventas al Mercado Interno de Producción Nacional. Base 1994. Valores mensuales,Miles de toneladas,Actividad,M,3,Ventas al mercado interno de Producción Nacional de Azucar en miles de toneladas | Ventas al mercado interno de Producción Nacional de Asfalto en miles de toneladas | Ventas al mercado interno de Producción Nacional de cemento en miles de toneladas,38.3_A_1994_M_6 | 38.3_A_1994_M_7 | 38.3_CEM_1994_M_7
Ventas al Mercado Interno de Producción Nacional. Base 1994. Valores trimestrales,Miles de toneladas,Actividad,T,3,Ventas al mercado interno de Producción Nacional de Azucar en miles de toneladas | Ventas al mercado interno de Producción Nacional de Asfalto en miles de toneladas | Ventas al mercado interno de Producción Nacional de cemento en miles de toneladas,38.2_A_1994_T_6 | 38.2_A_1994_T_7 | 38.2_CEM_1994_T_7
"Ventas totales en autoservicios mayoristas a valores corrientes y constantes y evolución por canal de venta, medio de pago y grupos de artículos",Índice base 2017=100,Actividad,M,3,Autoservicios mayoristas. Ventas a precios constantes serie desestacionalizada | Autoservicios mayoristas. Ventas a precios constantes serie tendencia-ciclo | Autoservicios mayoristas. Ventas a precios constantes serie original,456.1_VENTAS_PREADA_0_M_44_40 | 456.1_VENTAS_PRECLO_0_M_41_8 | 456.1_VENTAS_PRENAL_0_M_34_85
"Ventas totales en supermercados a valores corrientes y constantes y evolución por canal de venta, medio de pago y grupos de artículos",Índice base 2017=100,Actividad,M,3,Ventas supermercados. Ventas a precios constantes serie desestacionalizada | Ventas supermercados. Ventas a precios constantes serie tendencia-ciclo | Ventas supermercados. Ventas a precios constantes serie original,455.1_VENTAS_PREADA_0_M_44_44 | 455.1_VENTAS_PRECLO_0_M_41_19 | 455.1_VENTAS_PRENAL_0_M_34_10
Ventas totales nacionales en Centros de Compras. Valores mensuales,Índice base 2017=100,Actividad,M,3,Ventas centros de compras. Ventas totales a precios constantes serie desestacionalizada | Ventas centros de compras. Ventas totales a precios constantes serie tendencia-ciclo | Ventas centros de compras. Ventas totales a precios constantes serie original,458.1_VENTAS_TOTADA_0_M_52_56 | 458.1_VENTAS_TOTCLO_0_M_49_19 | 458.1_VENTAS_TOTNAL_0_M_42_19
Índice de Precios Implícitos del Producto Interno Bruto (IPI - PIB) por Sectores. Base 1993. Valores Anuales. SERIE DISCONTINUADA,Índice 1993=100,Precios,T,3,Índice de precios implícitos en el PIB de Sectores Productores de Bienes y de Servicios. Base 1993. Trimestral | Índice de precios implícitos en el PIB de Sectores Productores de Bienes. Base 1993. Trimestral | Índice de precios implícitos en el PIB de Sectores Productores de Servicios. Base 1993. Trimestral,111.2_IPBS_1993_T_24 | 111.2_IPB_1993_T_14 | 111.2_IPS_1993_T_17
Índice de Precios Implícitos del Producto Interno Bruto (IPI - PIB) por Sectores. Base 1993. Valores Trimestrales. SERIE DISCONTINUADA,Índice 1993=100,Precios,A,3,Índice de precios implícitos en el PIB de Sectores Productores de Bienes y de Servicios. Base 1993. Anual | Índice de precios implícitos en el PIB de Sectores Productores de Bienes. Base 1993. Anual | Índice de precios implícitos en el PIB de Sectores Productores de Servicios. Base 1993. Anual,111.1_IPBS_1993_A_24 | 111.1_IPB_1993_A_14 | 111.1_IPS_1993_A_17
Índice de Precios al Consumidor. Bienes y servicios. Base diciembre 2016. Valores mensuales,Índice Dic-2016=100,Precios,M,3,IPC-GBA. Bienes. Base abr 2016. Mensual | IPC-GBA. Nivel General. Base abr 2016. Mensual | IPC-GBA. Servicios. Base abr 2016. Mensual,102.1_I2B_ABRI_M_15 | 102.1_I2NG_ABRI_M_22 | 102.1_I2S_ABRI_M_18
Índice de Precios al Consumidor. Bienes y servicios. Base diciembre 2016. Valores trimestrales,Índice,Precios,T,3,IPC-GBA. Bienes. Base dic 2016. Trimestral | IPC-GBA. Nivel General. Base dic 2016. Trimestral | IPC-GBA. Servicios. Base dic 2016. Trimestral,102.2_I2016_BNES_ABRI_T_15 | 102.2_I2016_NRAL_ABRI_T_22 | 102.2_I2016_SIOS_ABRI_T_18
"Índice de Producción Industrial Manufacturero (IPI). Nivel General, series original y desestacionalizada",Índice 2004 = 100,Actividad,M,3,IPI Nivel General Serie Desestacionalizada | IPI Nivel General Serie Original | IPI Nivel General Serie Tendencia Ciclo,453.1_SERIE_DESEADA_0_0_24_58 | 453.1_SERIE_ORIGNAL_0_0_14_46 | 453.1_SERIE_TENDCLO_0_0_21_61
Índice de salario mínimo vital y movil. Pesos corrientes. Valores mensuales,Pesos corrientes,Empleo e Ingresos,M,3,"Salario mínimo, vital y móvil desde 1988. Diario. Pesos corrientes. | Salario mínimo, vital y móvil desde 1988. Horario. Pesos corrientes. | Salario mínimo, vital y móvil desde 1988. Mensual. Pesos corrientes.",57.1_SMVMD_0_M_33 | 57.1_SMVMH_0_M_31 | 57.1_SMVMM_0_M_34
Índices de precios internacionales de productos básicos. Datos anuales,Dólares por kilogramo,Precios,A,3,Langostino. US$ por kg. Anual | Salmón. US$ por kg. Anual | Té. Centavos de US$ por Kg. Anual,121.1_L_0_0_10 | 121.1_S_0_0_6 | 121.1_T_0_0_2
Índices de precios internacionales de productos básicos. Datos anuales,Dólares por millón de BTU,Precios,A,3,Gas natural (EE.UU.). US$ por millón de BTU. Anual | Gas natural licuado. US$ por millón de BTU. Anual | Gas natural (Rusia). US$ por millón de BTU. Anual,121.1_GNE_0_0_16 | 121.1_GNL_0_0_19 | 121.1_GNR_0_0_17
Índices de precios internacionales de productos básicos. Datos mensuales,Dólares por kilogramo,Precios,M,3,Langostino. US$ por kg. Mensual | Salmón. US$ por kg. Mensual | Té. Centavos de US$ por kg. Mensual,121.3_L_0_0_10 | 121.3_S_0_0_6 | 121.3_T_0_0_2
Índices de precios internacionales de productos básicos. Datos mensuales,Dólares por millón de BTU,Precios,M,3,Gas natural (EE.UU.). US$ por millón de BTU. Mensual | Gas natural licuado. US$ por millón de BTU. Mensual | Gas natural (Rusia). US$ por millón de BTU. Mensual,121.3_GNE_0_0_16 | 121.3_GNL_0_0_19 | 121.3_GNR_0_0_17
Índices de precios internacionales de productos básicos. Datos trimestrales,Dólares por kilogramo,Precios,T,3,Langostino. US$ por kg. Trimestral | Salmón. US$ por kg. Trimestral | Té. Centavos de US$ por kg. Trimestral,121.2_L_0_0_10 | 121.2_S_0_0_6 | 121.2_T_0_0_2
Índices de precios internacionales de productos básicos. Datos trimestrales,Dólares por millón de BTU,Precios,T,3,Gas natural (EE.UU.). US$ por millón de BTU. Trimestral | Gas natural licuado. US$ por millón de BTU. Trimestral | Gas natural (Rusia). US$ por millón de BTU. Trimestral,121.2_GNE_0_0_16 | 121.2_GNL_0_0_19 | 121.2_GNR_0_0_17
Índices de salarios industriales básicos de convenios en la Capital Federal. Valores anuales,Indice,Empleo e Ingresos,A,3,De básico de convenio | De oficiales | De peones,351.1_BASICO_CONNIO__15 | 351.1_OFICIALESLES__9 | 351.1_PEONESNES__6
Índices de salarios industriales básicos de convenios en la Capital Federal. Valores trimestrales,Indice,Empleo e Ingresos,T,3,De básico de convenio | De oficiales | De peones,351.2_BASICO_CONNIO__15 | 351.2_OFICIALESLES__9 | 351.2_PEONESNES__6
"Brasil Actividad económica, industrial y producción automotriz. Valores mensuales",Índice Base 2002=100,Economía Internacional,M,2,Índice de actividad (IBC-Br) Desestacionalizado | Índice de actividad (IBC-Br) Original,309.1_INDICE_DE_ADO_0_M_45 | 309.1_INDICE_DE_NAL_0_M_35
"Brasil Actividad económica, industrial y producción automotriz. Valores mensuales",Índice Base 2012=100,Economía Internacional,M,2,Producción industrial Desestacionalizado | Producción industrial Original,309.1_PRODUCCIONADO_0_M_40 | 309.1_PRODUCCIONNAL_0_M_30
"CER, UVA y UVI. Valores Diarios","Índice 31-mar-2016=14,05",Dinero y Bancos,D,2,UVA diario | UVI diario,94.2_UVAD_D_0_0_10 | 94.2_UVID_D_0_0_10
Canasta básica alimentaria y total. Ciudad de Buenos Aires,pesos,Empleo e Ingresos,M,2,Canasta Básica Alimentaria | Canasta Básica Total,444.1_CANASTA_BARIA_0_0_26_47 | 444.1_CANASTA_BATAL_0_0_20_94
Coeficiente de Variación Salarial (CVS),31-oct-16=100,Dinero y Bancos,D,2,Índice de salarios total | Índice de salarios total registrado,447.1_TOTALTAL_0_0_5_37 | 447.1_TOTAL_REGIADO_0_0_16_61
Distribución Personal del Ingreso. Coeficiente de Gini y Brecha de Ingresos para el Ingreso de la Ocupación Principal e Ingreso per cápita Familiar. Percentil 90 / Percentil 10,Brecha de ingresos,Empleo e Ingresos,T,2,Brecha del Ingreso de la ocupación principal (Ratio Percentil 90/ Percentil 10) | Brecha del Ingreso per cápita familiar (Ratio Percentil 90/ Percentil 10),65.1_BII_0_0_19 | 65.1_BII_0_0_20
Distribución Personal del Ingreso. Coeficiente de Gini y Brecha de Ingresos para el Ingreso de la Ocupación Principal e Ingreso per cápita Familiar. Percentil 90 / Percentil 10,Coeficiente de Gini,Empleo e Ingresos,T,2,Coeficiente de Gini del Ingreso de la ocupación principal | Coeficiente de Gini del Ingreso per cápita familiar,65.1_CGI_0_0_20 | 65.1_CGI_0_0_21
